sigla_da_torre;nome_da_torre;detentora;endereco;lat;lon;capacitado
610;CAMORIM;PESQUISANDO;RUA 2 QUADRA L - LOTE 2 E 4, CAMORIM;-22.996872;-44.267472;NÃO
611;BONFIM;PESQUISANDO;RUA PEDRO EUGENIO DE OLIVEIRA, 207;-23.018472;-44.334972;NÃO
612;AGUA BRANCA;AMERICAN TOWER;RODOVIA BR 040 RIO PETROPOLIS, 87000;-22.5432;-43.235767;NÃO
613;REI NATUREZA;AMERICAN TOWER;RODOVIA WASHINGTON LUIZ, KM 95;-22.573236;-43.254528;NÃO
614;PRAIA DA TRINDADE;BR TOWERS (ANTIGA);RUA DOUTOR SOBRAL PINTO, S/Nº - PRAIA TRINDADE;-23.351588;-44.724907;NÃO
615;PRAIA GRANDE;TELXIUS;RODOVIA RIO SANTOS KM 174 (BR 101), PRAIA GRANDE;-23.153222;-44.701694;NÃO
616;PARATI - PATRIMONIO;AMERICAN TOWER;RODOVIA BR-101 RIO SANTOS KM 202;-23.319765;-44.722886;NÃO
6BF;RIO DE JANEIRO - PRAIA DE BOTAFOGO - CO SITE VI;PESQUISANDO;PRAIA DE BOTAFOGO, 501 BLOCO B SALA 701 7º ANDAR CENTRO EMPRESARIAL MOURISCO;00.0000;00.0000;NÃO
6VP;RIO DE JANEIRO - VISCONDE DE PIRAJÁ VI;PESQUISANDO;RUA DE VISCONDE PIRAJÁ, 433;-22.984414;-43.208194;NÃO
6WA;RJCTG_0011;PESQUISANDO;RUA NILO PEÇANHA ,S/N-LOTEAMENTO PASSOS DOS REIS;-21.986194;-42.373694;NÃO
6WB;RJCBU_0001;PESQUISANDO;RODOVIA BR 101 ,0-CENTRO;-22.473861;-42.19825;NÃO
6WC;RJCBU_0002;PESQUISANDO;ESTRADA RENATO PERLINGEIRO SALLES,691-RIO DOURADO;-22.474667;-42.071583;NÃO
6WD;RJCBU_0003;PESQUISANDO;RODOVIA AMARAL PEIXOTO ,0-BARRA DE SAO JOAO;-22.592333;-41.993167;NÃO
6WE;RJCBU_0017;PESQUISANDO;RODOVIA BR 101,0-PROFESSOR SOUZA;-22.498278;-42.125694;NÃO
6WF;RJCMU_0001;PESQUISANDO;SITIO CASA VELHA    ,0-ADIR BARCELOS;-22.091611;-41.862167;NÃO
6WG;RJCMU_0004;PESQUISANDO;RUA ESMERALDA ALFENAS DA FONSECA,0-PARAISO;-22.07825;-41.862833;NÃO
6WH;RJCMU_0003;PESQUISANDO;RODOVIA RJ178,S/N-MACABUZINHO;-22.069306;-41.69;NÃO
6WI;RJNOF_0001;PESQUISANDO;AVENIDA JÚLIO THURLER  ,65/67-OLARIA;-22.302472;-42.540667;NÃO
6WJ;RJNOF_0002;PESQUISANDO;ESTRADA   DE FERRO LEOPOLDINA ,1000-PONTE DA SAUDADE;-22.307306;-42.525111;NÃO
6WK;RJNOF_0003;PESQUISANDO;AVENIDA PRESIDENTE COSTA E SILVA,711-VILA NOVA;-22.264806;-42.532417;NÃO
6WL;RJNOF_0004;PESQUISANDO;RUA MANOEL CRISTIANO BUSSINGER  ,0-CORDOEIRA;-22.291028;-42.528333;NÃO
6WM;RJNOF_0005;PESQUISANDO;RODOVIA RJ 116 ,116-PONTE DA SAUDADE;-22.340167;-42.512778;NÃO
6WN;RJNOF_0006;PESQUISANDO;RUA DEOLINDO THULER,38-CONEGO;-22.318667;-42.547417;NÃO
6WO;RJNOF_0007;PESQUISANDO;RUA 7 DE SETEMBRO  ,37-CENTRO;-22.27775;-42.533639;NÃO
6WP;RJNOF_0008;PESQUISANDO;RUA HOLINDA SHANGRILÁ    ,144-CHACARA PARAISO;-22.259917;-42.52325;NÃO
6WQ;RJNOF_0009;PESQUISANDO;RUA CLARINDO DA ROSA TEIXEIRA,24-CONSELHEIRO PAULINO;-22.236333;-42.52275;NÃO
6WR;RJNOF_0010;PESQUISANDO;AVENIDA DOS FERROVIÁRIOS       ,1516-DUAS PEDRAS;-22.248278;-42.524611;NÃO
6WS;RJNOF_0011;PESQUISANDO;RUA HÉLIO SILVA CANTO    ,0-NOVA SUICA;-22.28025;-42.506083;NÃO
6WT;RJNOF_0015;PESQUISANDO;RUA 2,0-CONSELHEIRO PAULINO;-22.2245;-42.513306;NÃO
6WU;RJNOF_0016;PESQUISANDO;RUA VITAL BRASIL,23-CASCATINHA;-22.330278;-42.550583;NÃO
6WV;RJNOF_0019;PESQUISANDO;RUA JOAO HERINGER,28-BRAUNES;-22.286389;-42.525556;NÃO
6WX;RJNOF_0017;PESQUISANDO;RUA PRINCESA ISABEL,294-PQ. D. JOAO VI;-22.303722;-42.512583;NÃO
6WY;RJNOF_0018;PESQUISANDO;TRAVESSA NAZARIO MONTEZUMA  ,RJ-142-LUMIAR;-22.350111;-42.321611;NÃO
6WZ;RJNOF_0972;PESQUISANDO;ESTRADA FRIBURGO,0-RIOGRANDINA;-22.209583;-42.510583;NÃO
71A;RJMESQ0031;TIM;RUA DONA PERPETURA, 512;-22.775139;-43.415;NÃO
71B;RJNIU_0008;PESQUISANDO;RUA JOSEFINA, 1239 - LOTE 02 QUADRA 17;-22.770667;-43.428389;NÃO
71C;RJMESQ0007;PESQUISANDO;RUA ESPÍRITO SANTO, 203;-22.777639;-43.435222;NÃO
71D;RJMESQ0015;PESQUISANDO;RUA LÍDIA, 186;-22.799806;-43.430861;NÃO
73A;RJCPS_0014;PESQUISANDO;RUA BOM LUGAR ,0-GOYTACAZES;-21.828917;-41.280889;NÃO
73B;RJCPS_0015;PESQUISANDO;RUA JOÃO FERREIRA NETO,20-URURAI;-21.810472;-41.398167;NÃO
73C;RJCPS_0016;PESQUISANDO;RODOVIA BR 101,0-TRAVESSAO;-21.595694;-41.315556;NÃO
73D;RJCPS_0279;PESQUISANDO;RUA DOMINGOS PINTO DE CARVALHO, 41;-21.982;-41.130778;NÃO
75A;RJDQX_0011;PESQUISANDO;RUA CAMPOS ELISEOS, 54;-22.685639;-43.284417;NÃO
75B;RJDQX_0018;PESQUISANDO;AVENIDA CORONEL SISSON, 64 - (VITORIA LT39 4041 42 QD L);-22.621167;-43.203583;NÃO
75C;RJDQX_0028;PESQUISANDO;RUA GRACILIANO RAMOS, 95 - PROX AO N° 95-1;-22.773056;-43.303861;NÃO
75E;RJNLP_0001;PESQUISANDO;AVENIDA GETULIO VARGAS, 1409;-22.809333;-43.417194;NÃO
75F;RJNLP_0002;PESQUISANDO;ESTRADA SENADOR SALGADO FILHO, 985;-22.820361;-43.419028;NÃO
75G;RJNLP_0003;PESQUISANDO;RUA SOUZA BRITO, 0 - LOTE 10 QUADRA 05 75 E 81;-22.810028;-43.427667;NÃO
76A;RJDQX_0010;PESQUISANDO;RUA RISOLETA CAETANO, 174;-22.791472;-43.318778;NÃO
76B;RJDQX_0012;PESQUISANDO;RUA BOM SUCESSO, 82;-22.626694;-43.285167;NÃO
76C;RJDQX_0013;PESQUISANDO;ESTRADA DO COLÉGIO, 335 - PRÓXIMO AV ENGENHEIROS 335-XEREM;-22.594472;-43.303556;NÃO
76D;RJDQX_0014;PESQUISANDO;RUA LIMA SUCUPIRA, LT 25 - (EM FRENTE AO LT 25 QD B);-22.676111;-43.253806;NÃO
76E;RJDQX_0016;PESQUISANDO;AVENIDA A, 0 - LOTE 331 CASA 1 ATUAL ALTEMAR DUTRA 331 CASA 1;-22.642083;-43.252333;NÃO
76F;RJDQX_0017;PESQUISANDO;RUA VITORIANO, 154 - (ANTIGA 24 DE FEVEREIRO) LT 02 QD 59 - PARQUE EST;-22.636694;-43.21325;NÃO
76G;RJDQX_0020;PESQUISANDO;RUA CURUÇÁ, S/N - Q 1 L 26;-22.761944;-43.325861;NÃO
76H;RJDQX_0021;PESQUISANDO;RUA MAN ZANARES, 325;-22.664028;-43.286639;NÃO
76I;RJDQX_0022;PESQUISANDO;AVENIDA DR. PLINIO CASADO, 235;-22.787556;-43.310083;NÃO
76J;RJDQX_0023;PESQUISANDO;RUA ALMIRANTE ALEXANDRINA, 900;-22.785611;-43.328389;NÃO
76K;RJDQX_0024;PESQUISANDO;AVENIDA TRÊS DE MAIO, 0 - QD9 LT17;-22.615;-43.234306;NÃO
76L;RJDQX_0027;PESQUISANDO;RUA DANTE ALIGHIERI, 10;-22.723889;-43.318056;NÃO
76M;RJDQX_0029;PESQUISANDO;RUA MONTE ALEGRE, 101;-22.761583;-43.306583;NÃO
76N;RJDQX_0030;PESQUISANDO;RUA PROFESSOR JOSE DE SOUSA HERDY, 951;-22.790444;-43.3045;NÃO
76O;RJDQX_0031;PESQUISANDO;RUA PROJETADA A, 0 - QD A;-22.677556;-43.272417;NÃO
76P;RJDQX_0032;PESQUISANDO;RUA CODAJAS, 48;-22.779861;-43.324583;NÃO
76Q;RJDQX_0034;PESQUISANDO;RUA PARANAPIACABA, 175 - QD 8;-22.737889;-43.316528;NÃO
76R;RJDQX_0038;PESQUISANDO;RUA TIMON, 75 - LT 8 QD 204;-22.760861;-43.275139;NÃO
76S;RJDQX_0039;PESQUISANDO;ALAMEDA MINUANO, 1 - QUADRA 47 LOTES 12 E 13;-22.689161;-43.264719;NÃO
76T;RJDQX_0089;PESQUISANDO;RUA INGLES DE SOUZA, 163;-22.764806;-43.296028;NÃO
76U;RJDQX_0090;PESQUISANDO;RUA PAULO BIAR, 2 - AO LADO DA PIZZARIA PAPPAS PIZZA;-22.787278;-43.294778;NÃO
76V;RJDQX_0091;PESQUISANDO;RUA JOSE PINTO, 9;-22.725139;-43.305417;NÃO
76X;RJDQX_8573;PESQUISANDO;AVENIDA GOV LEONEL DE MOURA BRIZOLA, 1777;-22.786111;-43.311111;NÃO
76Y;RJDQX_0004;PESQUISANDO;RUA GAURAI, 28;-22.753278;-43.300278;NÃO
76Z;RJDQX_0006;PESQUISANDO;RUA JOÃO RIBEIRO, 299;-22.777806;-43.3155;NÃO
77A;RJBERO0001;PESQUISANDO;AVENIDA GONÇALVES GATO ,0-VILA DAGMAR;-22.766556;-43.403361;NÃO
77B;RJBERO0002;PESQUISANDO;AVENIDA RETIRO DA IMPRENSA     ,595-CENTRO;-22.753167;-43.403222;NÃO
77C;RJBERO0003;PESQUISANDO;RUA NUNES SAMPAIO  ,736-ANDRADE ARAUJO;-22.749444;-43.421833;NÃO
77D;RJBERO0004;PESQUISANDO;RUA ITAPESSU  ,0-PARQUE SAO BERNARDO;-22.734139;-43.388194;NÃO
77E;RJBERO0005;PESQUISANDO;RUA FRANCO ,0-PARQUE ESPERANCA;-22.73;-43.349778;NÃO
77F;RJBERO0006;PESQUISANDO;AVENIDA ALEXANDRINA     ,22-NOSSA SENHORA DE FATIMA;-22.716639;-43.332222;NÃO
77G;RJBERO0008;PESQUISANDO;RUA MINISTRO FILADÉLFIO DE AZEVEDO,145-VILA HELIOPOLIS;-22.728194;-43.408722;NÃO
77H;RJBERO0010;PESQUISANDO;PRAÇA MARIO GUEDES    ,547-PARQUE SAO VICENTE;-22.721861;-43.368222;NÃO
77I;RJBERO0012;PESQUISANDO;RUA ALAN KARDEC  ,0-VILA ESPERANCA;-22.740778;-43.333306;NÃO
77J;RJBERO0013;PESQUISANDO;RUA PROJETADA RUBENS ALVES,0-JARDIM PATRICIA;-22.7065;-43.341222;NÃO
77K;RJBERO0014;PESQUISANDO;RUA MAJOR ÊNIO CAVALCANTE CALDAS,0-SAO VICENTE;-22.715778;-43.379528;NÃO
77L;RJBERO0017;PESQUISANDO;RUA TUPINAMBÁS,120-HELIOPOLIS;-22.739278;-43.42225;NÃO
77M;RJDQX_0025;PESQUISANDO;AVENIDA BRASIL,333-VILA SAO LUIS;-22.776694;-43.293889;NÃO
77N;RJDQX_0001;PESQUISANDO;RUA HUALAGA, 0 - CASA 12;-22.711417;-43.261639;NÃO
77O;RJDQX_0005;PESQUISANDO;SITIO SERRA DOURADA, 0;-22.607694;-43.284306;NÃO
77P;RJDQX_0007;PESQUISANDO;RUA CONDE DE PORTO ALEGRE, 515;-22.784972;-43.307444;NÃO
77Q;RJDQX_0009;PESQUISANDO;RUA MENA BARRETO, 81 - (PRÉDIO DA TELEMAR);-22.796278;-43.297694;NÃO
77R;RJDQX_0019;PESQUISANDO;ESTRADA DO GARRÃO, 3190 - PARQUE ANA DANTAS;-22.570556;-43.283667;NÃO
77S;RJDQX_0026;PESQUISANDO;RUA PROJETADA D, S/N - LOTE 21 QUADRA 06;-22.646583;-43.281528;NÃO
77T;RJDQX_0037;PESQUISANDO;RUA APORÉ, 6 - QD 14;-22.688083;-43.252278;NÃO
77U;RJDQX_0068;PESQUISANDO;RODOVIA WASHINGTON LUIZ, 2895;-22.787889;-43.285694;NÃO
77V;RJDQX_0092;PESQUISANDO;AVENIDA CANAL A, 0 - LT 02 QD 26;-22.626389;-43.237611;NÃO
77X;RJDQX_0002;PESQUISANDO;RODOVIA BR 040, S/N - LT 11 QD 31;-22.70575;-43.290556;NÃO
77Y;RJDQX_0003;PESQUISANDO;RUA CONEGO JANUÁRIO BARBOSA T, 43;-22.760389;-43.284472;NÃO
77Z;RJDQX_0008;PESQUISANDO;RODOVIA WASHINGTON LUIZ, 2240;-22.791111;-43.285;NÃO
789;RJCPS_0018;PESQUISANDO;RUA SÃO CARLOS,150;-21.933556;-41.141306;NÃO
79B;RJCPS_0015;PESQUISANDO;RUA JOÃO FERREIRA NETO,20-URURAI;-21.810472;-41.398167;NÃO
79C;RJCPS_0016;PESQUISANDO;RODOVIA BR 101,0-TRAVESSAO;-21.595694;-41.315556;NÃO
7BF;RIO DE JANEIRO - PRAIA DE BOTAFOGO - CO SITE VII;PESQUISANDO;PRAIA DE BOTAFOGO, 501 BLOCO B SALA 704 7º ANDAR CENTRO EMPRESARIAL MOURISCO;00.0000;00.0000;NÃO
7IT;PETRÓPOLIS - ITAIPAVA VII;PESQUISANDO;RUA JOSÉ DA ROSA RABELLO, 705;-22.380675;-43.106031;NÃO
7R2;7R2-TRAJANO BARRA DOS PASSOS;TELXIUS;FAZENDA OLARIA - BARRA DOS PASSOS - VISCONDE DE ITAMBÉ, S/N°;-22.079411;-42.191831;NÃO
7R4;7R4-DUAS BARRAS CÓRREGO ALTO;TELXIUS;ESTRADA DA CAIXA DÁGUA - FAZENDA SÃO JOSÉ - CÓRREGO ALTO, S/N°;-22.055019;-42.539611;NÃO
7R5;REP75 - MORRO FAZENDA CRICIUMA;TELXIUS;RODOVIA RJ 220 - KM 32 - FAZ CRICIUMA S/N°;-20.9702;-42.033339;NÃO
7WB;RJNOF_0027;PESQUISANDO;AVENIDA ANTONIO MÁRIO DE AZEVEDO, S/N;-22.267389;-42.611556;NÃO
7WD;RJNOF_0973;PESQUISANDO;ESTRADA EUGENIO GRIPP,9429-AMPARO;-22.247472;-42.463278;NÃO
7WE;RJNOF_0974;PESQUISANDO;RODOVIA RJ116,0-MURY;-22.365556;-42.53775;NÃO
7WF;RJNOF_0975;PESQUISANDO;RUA RODRIGUES ALVES,528-SAO PEDRO DA SERRA;-22.312472;-42.332389;NÃO
7WH;RJNOF_0977;PESQUISANDO;RUA LUIS BARBOSA ,0-ZONA RURAL;-22.322917;-42.663528;NÃO
7WI;RJSPA_0034;PESQUISANDO;RODOVIA AMARAL PEIXOTO,KM 121-BOTAFOGO;-22.744361;-42.05725;NÃO
7WJ;RJSPA_0001;PESQUISANDO;RODOVIA AMARAL PEIXOTO,S/N-PRAIA LINDA;-22.845333;-42.159139;NÃO
7WK;RJSPA_0002;PESQUISANDO;RUA JOÃO MARTINS ,0-CENTRO;-22.837778;-42.101472;NÃO
7WL;RJSPA_0003;PESQUISANDO;RODOVIA AMARAL PEIXOTO  ,0-SITIO BOA VISTA;-22.757417;-42.078139;NÃO
7WM;RJSPA_0004;PESQUISANDO;RUA VISTA MAR  ,0-MARACANA;-22.857556;-42.064167;NÃO
7WN;RJSPA_0005;PESQUISANDO;RUA JOSUEL PEREIRA,0-PORTO DO CARRO;-22.852972;-42.042;NÃO
7WO;RJSPA_0023;PESQUISANDO;RUA RAMIRO ANTUNEZ,407-PORTO DA ALDEIA;-22.848722;-42.099972;NÃO
7WP;RJSPA_0032;PESQUISANDO;RUA COLINA DO LAGO DO SAL,S/N-BAIXO GRANDE;-22.862444;-42.106194;NÃO
7WQ;RJSPA_0037;PESQUISANDO;RUA C,LT08-BALNEARIO SAO PEDRO;-22.833583;-42.136611;NÃO
7WR;RJSPA_0030;PESQUISANDO;RUA DA PAZ,L1 Q C-ZONA RURAL;-22.792139;-42.092556;NÃO
7WS;RJDUS_0001;PESQUISANDO;RUA EVANGELINA A. GOMES, 0;-22.052806;-42.523083;NÃO
7WT;RJDUS_0004;PESQUISANDO;SITIO SONHO DOURADO, 0;-22.142083;-42.548556;NÃO
7WU;RJIGGR0001;PESQUISANDO;LOTEAMENTO PARQUE TAMARIS, 0 - QD 12 05 134 A 137;-22.844556;-42.229083;NÃO
7WV;RJIGGR0002;PESQUISANDO;VIA LAGOS KM 46, 0 - FAZENDA IGUABA;-22.823333;-42.237806;NÃO
7WZ;RJIRA_0003;PESQUISANDO;RUA HERALDO SOUZA LANES, 0 - LT 64 QD F;-21.211889;-41.890778;NÃO
7XL;RJNOF_0976;PESQUISANDO;RUA DA GALILEIA,141-CAMPO DO COELHO;-22.239806;-42.643444;NÃO
81B;RJRSD_0005;PESQUISANDO;AVENIDA RITA MARIA FERREIRA DA ROCHA, 21;-22.4618;-44.461469;NÃO
84A;RJMCE_0008;PESQUISANDO;ESTRADA DE SERVIDÃO, 88;-22.41075;-41.868389;NÃO
876;RJARS_0078;PESQUISANDO;RUA OSVALDO CRUZ,189;-23.007889;-44.277417;NÃO
87A;RJARS_0043;PESQUISANDO;RUA DOS LIMOEIROS,LOTE 12;-23.000083;-44.2385;NÃO
87B;RJARS_0068;PESQUISANDO;RODOVIA RIO SANTOS,S/N;-22.9645;-44.298583;NÃO
87C;RJARS_0049;PESQUISANDO;RUA BARRA DO PIRAI,5;-22.970222;-44.301667;NÃO
87D;RJARS_0058;PESQUISANDO;ESTRADA DO ARIRÓ,5;-22.912528;-44.332444;NÃO
87E;RJARS_0052;PESQUISANDO;RODOVIA MARIO COVAS,S/N;-22.929778;-44.384528;NÃO
87F;RJMGB_0002;PESQUISANDO;RODOVIA BR 101;-23.033861;-44.201333;NÃO
87G;RJAREL0001;PESQUISANDO;ESTRADA BR 040;-22.239167;-43.105833;NÃO
87H;RJAREL0014;PESQUISANDO;ROD. BR-040 KM 28,5;-22.196731;-43.167233;NÃO
88A;RJARS_0014;PESQUISANDO;RUA   DAS FLORES        ,240;-23.145194;-44.167694;NÃO
88D;RJARS_0048;PESQUISANDO;RUA NOSSA SENHORA DE FATIMA,S/N;-22.946194;-44.330833;NÃO
88E;RJARS_0078;PESQUISANDO;RUA OSVALDO CRUZ,189;-23.007889;-44.277417;NÃO
8AS;RJPTS_0015;PESQUISANDO;ESTRADA DO MOMBAÇA, 751;-22.421694;-43.178444;NÃO
8AT;RJPTS_0016;PESQUISANDO;ESTRADA UNIÃO E INDÚSTRIA, 7299;-22.419222;-43.135889;NÃO
8BF;RIO DE JANEIRO - PRAIA DE BOTAFOGO - CO SITE VIII;PESQUISANDO;PRAIA DE BOTAFOGO, 501 BLOCO A SALA 801 8º ANDAR CENTRO EMPRESARIAL MOURISCO;00.0000;00.0000;NÃO
8GA;RJGUPM0001;PESQUISANDO;RUA NEUZA, SN;-22.528111;-42.981306;NÃO
8GB;RJGUPM0002;PESQUISANDO;RUA G, 151;-22.551;-42.985028;NÃO
8GC;RJGUPM0003;PESQUISANDO;ESTRADA DA BARREIRA, 3632;-22.506556;-42.992861;NÃO
8GD;RJGUPM0008;PESQUISANDO;ESTRADA IMPERIAL, 1519;-22.519861;-42.999833;NÃO
8GE;RJGUPM0024;PESQUISANDO;RUA ESTRELA DALVA, 253;-22.531361;-42.992889;NÃO
8GF;RJGUPM0023;PESQUISANDO;ESTRADA DO LIMOEIRO, 400;-22.511519;-42.971911;NÃO
8IA;RJIGI_0024;PESQUISANDO;RUA COSTA RICA, SN;-22.880972;-43.76425;NÃO
8IB;RJIGI_0001;PESQUISANDO;RUA CORONEL FREITAS, 234;-22.867722;-43.778111;NÃO
8IC;RJIGI_0002;PESQUISANDO;RUA GENERAL EUCLIDES FIGUEIREDO, SN;-22.897833;-43.850889;NÃO
8ID;RJIGI_0003;PESQUISANDO;ESTRADA DA ILHA DA MADEIRA, SN;-22.928667;-43.830528;NÃO
8IE;RJIGI_0005;PESQUISANDO;RUA TRANSVERSAL, 2;-22.873444;-43.808639;NÃO
8IF;RJIGI_0009;PESQUISANDO;RUA BENJAMIN COSTA, SN;-22.878111;-43.770833;NÃO
8IG;RJIGI_0010;PESQUISANDO;RUA JULIO VERNE, SN;-22.870278;-43.791833;NÃO
8IH;RJIGI_0011;PESQUISANDO;RUA VANILDA MACHADO TEIXEIRA, SN;-22.864111;-43.755917;NÃO
8II;RJIGI_0025;PESQUISANDO;RUA ROSA LITTING ELLER, SN;-22.869917;-43.762917;NÃO
8IJ;RJIGI_0012;PESQUISANDO;RUA FRANKLIN RODRIGUES GOMES, SN;-22.889083;-43.822667;NÃO
8IK;RJIGI_0020;PESQUISANDO;RUA CINTIA COSTA, 52;-22.901889;-43.868111;NÃO
8IL;RJIGI_0013;PESQUISANDO;RUA LATERAL SEGUNDO, SN;-22.84725;-43.809333;NÃO
8IM;RJIGI_0021;PESQUISANDO;RUA NARCISOS, SN;-22.832306;-43.764694;NÃO
8IN;RJIGI_0026;PESQUISANDO;RUA ARTUR BERNARDES CASTRO, SN;-22.871972;-43.782778;NÃO
8IO;RJIGI_0056;PESQUISANDO;RUA MARIO FIGUEIREDO CICARINO, SN;-22.860833;-43.780389;NÃO
8IP;RJIGI_0052;PESQUISANDO;RUA SALIM FRANCISCO DO NASCIMENTO, SN;-22.8575;-43.786667;NÃO
8IQ;RJIGI_0027;PESQUISANDO;RUA MANOEL ARAUJO DOS SANTOS, SN;-22.87925;-43.816833;NÃO
8IR;RJIGI_0061;PESQUISANDO;RUA LELIA DA GAMA FIGUEIRA, SN;-22.851389;-43.78925;NÃO
8IT;PETRÓPOLIS - ITAIPAVA VIII;PESQUISANDO;ESTRADA PHILUVIO CERQUEIRA RODRIGUES, 1901;-22.395458;-43.127383;NÃO
8JA;RJJPRI0001;PESQUISANDO;RUA NOSSA SENHORA DE FÁTIMA, SN;-22.682694;-43.610111;NÃO
8JB;RJJPRI0002;PESQUISANDO;RUA IVAN FERNANDES, SN;-22.645889;-43.652944;NÃO
8JC;RJJPRI0003;PESQUISANDO;RUA JUPIRAI, SN;-22.650008;-43.603064;NÃO
8JD;RJJPRI0026;PESQUISANDO;RUA INDIGENA, 591;-22.694611;-43.61705;NÃO
8JE;RJJPRI0027;PESQUISANDO;ESTRADA DA SAUDADE, 315;-22.6665;-43.5802;NÃO
8JF;RJJPRI0028;PESQUISANDO;RUA NOSSA SENHORA DE FÁTIMA, SN;-22.678972;-43.608889;NÃO
8JG;RJJPRI0029;PESQUISANDO;RUA DOIS, SN;-22.725167;-43.654833;NÃO
8MA;RJMRC_0002;PESQUISANDO;RUA 116, 9;-22.968833;-42.915222;NÃO
8MB;RJMRC_0003;PESQUISANDO;RUA EURÍPEDES RANGEL DE FIGUEIREDO, SN;-22.935722;-42.892556;NÃO
8MC;RJMRC_0004;PESQUISANDO;RUA 42, SN;-22.957528;-42.782528;NÃO
8MD;RJMRC_0005;PESQUISANDO;RUA GILMAR DOS SANTOS DUARTE, 24;-22.914778;-42.932333;NÃO
8ME;RJMRC_0006;PESQUISANDO;RUA ANALIA MELO DOS SANTOS, SN;-22.959528;-42.982944;NÃO
8MF;RJMRC_0007;PESQUISANDO;RUA 161, SN;-22.955528;-42.697444;NÃO
8MG;RJMRC_0008;PESQUISANDO;RUA 47, 96;-22.928278;-42.815528;NÃO
8MH;RJMRC_0009;PESQUISANDO;RUA VAN LERBERGUE, SN;-22.964806;-42.964278;NÃO
8MI;RJMRC_0015;PESQUISANDO;RUA GERÔNIMO MARQUES MONTEIRO, SN;-22.958389;-42.825389;NÃO
8MJ;RJMRC_0010;PESQUISANDO;RUA 132, SN;-22.953917;-42.728917;NÃO
8MK;RJMRC_0011;PESQUISANDO;RUA AIRTON SENA, SN;-22.908861;-42.820028;NÃO
8ML;RJMRC_0014;PESQUISANDO;RODOVIA RJ 106, SN;-22.901694;-42.716278;NÃO
8MM;RJMRC_0013;PESQUISANDO;LOTEAMENTO RALFHAVILE, SN;-22.922083;-42.859278;NÃO
8MN;RJMRC_0051;PESQUISANDO;RUA 16, SN;-22.952472;-42.749417;NÃO
8MO;RJMRC_0052;PESQUISANDO;RUA CARLOS RANGEL, SN;-22.918278;-42.816861;NÃO
8MP;RJMRC_0053;PESQUISANDO;RUA PAU BRASIL, 1585;-22.914056;-42.842139;NÃO
8MQ;RJMRC_0054;PESQUISANDO;LOTEAMENTO ESTANCIAS DE MARICA, SN;-22.886556;-42.820222;NÃO
8MR;RJMRC_0063;PESQUISANDO;ROD ERNANI DO AMARAL PEIXOTO, SN;-22.895722;-42.792222;NÃO
8MS;RJMRC_0064;PESQUISANDO;RUA QUARENTA E TRÊS, SN;-22.931778;-42.803528;NÃO
8NA;RJNLP_0037;PESQUISANDO;RUA DR MARIO VALADARES, 75;-22.802194;-43.407167;NÃO
8NB;RJNLP_0002;PESQUISANDO;ESTRADA SENADOR SALGADO FILHO, 985;-22.820361;-43.419028;NÃO
8NC;RJNLP_0010;PESQUISANDO;RUA VEREADOR FRANCISCO NUMES SILVA, 564;-22.814944;-43.407556;NÃO
8ND;RJNLP_0078;PESQUISANDO;RUA JOÃO EVANGELISTA DE CARVALHO, 1079;-22.815722;-43.422694;NÃO
8NE;RJNLP_0085;PESQUISANDO;AVENIDA ROBERTO SILVEIRA, 1568;-22.808431;-43.414242;NÃO
8NF;RJNLP_0086;PESQUISANDO;RUA JOAO PESSOA, 2322;-22.802711;-43.423539;NÃO
8PA;RJPTS_0162;PESQUISANDO;BR-040, SN;-22.276231;-43.125067;NÃO
8PB;RJPTS_0163;PESQUISANDO;RUA ALMIRANTE TAMANDARE, 1000;-22.505672;-43.176642;NÃO
8PC;RJPTS_0164;PESQUISANDO;ESTRRADA SILVEIRA DA MOTA, SN;-22.250289;-43.075611;NÃO
8PD;RJPTS_0165;PESQUISANDO;RUA E, 9;-22.384108;-43.136733;NÃO
8PE;RJPTS_0169;PESQUISANDO;RUA PROFESSOR EUGENIO WERNECK, 78;-22.5226;-43.158658;NÃO
8PF;RJPTS_0172;PESQUISANDO;ESTRADA UNIAO E INDUSTRIA, 15243;-22.363764;-43.126931;NÃO
8PG;RJPTS_0173;PESQUISANDO;RUA BRIGADEIRO CASTRIOTO, 1962;-22.486717;-43.155028;NÃO
8PH;RJPTS_0174;PESQUISANDO;RUA DAS ACACIAS, 630;-22.367983;-43.110097;NÃO
8PI;RJPTS_0176;PESQUISANDO;RODOVIA BR-040, SN;-22.286081;-43.123361;NÃO
8PJ;RJPTS_0178;PESQUISANDO;ESTRADA JERONIMO FERREIRA ALVES, SN;-22.392;-43.1497;NÃO
8PK;RJPTS_0181;PESQUISANDO;RUA VEREADOR ARNALDO DE AZEVEDO, 221;-22.520681;-43.169589;NÃO
8PL;RJPTS_0182;PESQUISANDO;RUA JOSÉ DA ROSA RABELLO, 705;-22.626889;-43.702694;NÃO
8PM;RJPTS_0184;PESQUISANDO;RUA JOSÉ TEIXEIRA NUNES, 170;-22.346472;-43.132111;NÃO
8PP;RJPTS_0001;PESQUISANDO;RUA ALDO TAMANCOLDI, 110;-22.529861;-43.174333;NÃO
8PQ;RJPTS_0002;PESQUISANDO;RUA CORONEL VEIGA, 496;-22.523222;-43.192056;NÃO
8PR;RJPTS_0003;PESQUISANDO;RUA HONDURAS, 440;-22.53175;-43.213389;NÃO
